28/11/2024 16:23:35,"4624","FATURAMENTO$"
28/11/2024 16:07:00,"4624","FATURAMENTO$"
28/11/2024 16:06:27,"4624","FATURAMENTO$"
28/11/2024 15:53:11,"4624","FATURAMENTO$"
28/11/2024 15:46:07,"4624","FATURAMENTO$"
28/11/2024 15:46:07,"4624","FATURAMENTO$"
28/11/2024 15:46:07,"4624","FATURAMENTO$"
28/11/2024 15:46:07,"4624","FATURAMENTO$"
28/11/2024 15:46:07,"4624","FATURAMENTO$"
28/11/2024 15:46:05,"4624","FATURAMENTO$"
28/11/2024 15:42:51,"4624","FATURAMENTO$"
28/11/2024 15:33:57,"4624","FATURAMENTO$"
28/11/2024 15:33:57,"4624","FATURAMENTO$"
28/11/2024 15:33:52,"4624","FATURAMENTO$"
28/11/2024 12:26:35,"4624","FATURAMENTO$"
28/11/2024 12:26:29,"4624","FATURAMENTO$"
28/11/2024 12:26:27,"4624","FATURAMENTO$"
28/11/2024 12:24:26,"4624","FATURAMENTO$"
28/11/2024 12:24:26,"4624","FATURAMENTO$"
28/11/2024 12:12:18,"4624","FATURAMENTO$"
28/11/2024 12:07:10,"4624","FATURAMENTO$"
28/11/2024 12:07:10,"4624","FATURAMENTO$"
28/11/2024 12:07:00,"4624","FATURAMENTO$"
28/11/2024 12:05:29,"4624","FATURAMENTO$"
28/11/2024 12:04:40,"4624","FATURAMENTO$"
28/11/2024 12:00:43,"4624","FATURAMENTO$"
28/11/2024 11:59:37,"4624","FATURAMENTO$"
28/11/2024 11:54:13,"4624","FATURAMENTO$"
28/11/2024 11:53:32,"4624","FATURAMENTO$"
28/11/2024 11:50:24,"4624","FATURAMENTO$"
28/11/2024 11:48:23,"4624","FATURAMENTO$"
28/11/2024 11:39:34,"4624","FATURAMENTO$"
28/11/2024 11:39:34,"4624","FATURAMENTO$"
28/11/2024 11:32:01,"4624","FATURAMENTO$"
28/11/2024 11:31:00,"4624","FATURAMENTO$"
28/11/2024 11:24:14,"4624","FATURAMENTO$"
28/11/2024 11:24:14,"4624","FATURAMENTO$"
28/11/2024 11:17:01,"4624","FATURAMENTO$"
28/11/2024 11:12:47,"4624","FATURAMENTO$"
28/11/2024 11:12:47,"4624","FATURAMENTO$"
28/11/2024 11:08:14,"4624","FATURAMENTO$"
28/11/2024 11:04:36,"4624","FATURAMENTO$"
28/11/2024 10:59:48,"4624","FATURAMENTO$"
28/11/2024 10:59:48,"4624","FATURAMENTO$"
28/11/2024 10:59:14,"4624","FATURAMENTO$"
28/11/2024 10:50:23,"4624","FATURAMENTO$"
28/11/2024 10:49:50,"4624","FATURAMENTO$"
28/11/2024 10:47:39,"4624","FATURAMENTO$"
28/11/2024 10:47:34,"4624","FATURAMENTO$"
28/11/2024 10:47:31,"4624","FATURAMENTO$"
28/11/2024 10:47:30,"4624","FATURAMENTO$"
27/11/2024 20:56:37,"4624","FATURAMENTO$"
27/11/2024 20:55:34,"4624","FATURAMENTO$"
27/11/2024 20:51:48,"4624","FATURAMENTO$"
27/11/2024 20:51:48,"4624","FATURAMENTO$"
27/11/2024 20:42:25,"4624","FATURAMENTO$"
27/11/2024 20:37:22,"4624","FATURAMENTO$"
27/11/2024 20:37:22,"4624","FATURAMENTO$"
27/11/2024 20:31:36,"4624","FATURAMENTO$"
27/11/2024 20:25:34,"4624","FATURAMENTO$"
27/11/2024 20:25:34,"4624","FATURAMENTO$"
27/11/2024 20:17:40,"4624","FATURAMENTO$"
27/11/2024 20:07:00,"4624","FATURAMENTO$"
27/11/2024 20:00:37,"4624","FATURAMENTO$"
27/11/2024 19:55:20,"4624","FATURAMENTO$"
27/11/2024 19:53:10,"4624","FATURAMENTO$"
27/11/2024 19:45:49,"4624","FATURAMENTO$"
27/11/2024 19:45:48,"4624","FATURAMENTO$"
27/11/2024 19:40:34,"4624","FATURAMENTO$"
27/11/2024 19:33:06,"4624","FATURAMENTO$"
27/11/2024 19:31:55,"4624","FATURAMENTO$"
27/11/2024 19:31:19,"4624","FATURAMENTO$"
27/11/2024 19:25:34,"4624","FATURAMENTO$"
27/11/2024 19:25:34,"4624","FATURAMENTO$"
27/11/2024 19:21:14,"4624","FATURAMENTO$"
27/11/2024 19:21:13,"4624","FATURAMENTO$"
27/11/2024 19:16:03,"4624","FATURAMENTO$"
27/11/2024 19:16:02,"4624","FATURAMENTO$"
27/11/2024 19:11:10,"4624","FATURAMENTO$"
27/11/2024 16:53:07,"4624","FATURAMENTO$"
27/11/2024 16:53:05,"4624","FATURAMENTO$"
27/11/2024 16:53:04,"4624","FATURAMENTO$"
27/11/2024 16:52:46,"4624","FATURAMENTO$"
27/11/2024 16:51:33,"4624","FATURAMENTO$"
27/11/2024 16:37:46,"4624","FATURAMENTO$"
27/11/2024 16:22:46,"4624","FATURAMENTO$"
27/11/2024 16:08:26,"4624","FATURAMENTO$"
27/11/2024 16:07:00,"4624","FATURAMENTO$"
27/11/2024 16:03:32,"4624","FATURAMENTO$"
27/11/2024 15:52:46,"4624","FATURAMENTO$"
27/11/2024 15:37:46,"4624","FATURAMENTO$"
27/11/2024 15:22:46,"4624","FATURAMENTO$"
27/11/2024 15:08:26,"4624","FATURAMENTO$"
27/11/2024 15:08:25,"4624","FATURAMENTO$"
27/11/2024 15:07:00,"4624","FATURAMENTO$"
27/11/2024 15:07:00,"4624","FATURAMENTO$"
27/11/2024 14:53:45,"4624","FATURAMENTO$"
27/11/2024 14:50:38,"4624","FATURAMENTO$"
27/11/2024 14:50:38,"4624","FATURAMENTO$"
27/11/2024 14:50:23,"4624","FATURAMENTO$"
27/11/2024 14:50:23,"4624","FATURAMENTO$"
27/11/2024 14:50:21,"4624","FATURAMENTO$"
27/11/2024 14:50:21,"4624","FATURAMENTO$"
27/11/2024 14:50:21,"4624","FATURAMENTO$"
27/11/2024 14:50:20,"4624","FATURAMENTO$"
27/11/2024 14:50:19,"4624","FATURAMENTO$"
27/11/2024 14:41:51,"4624","FATURAMENTO$"
27/11/2024 14:41:50,"4624","FATURAMENTO$"
27/11/2024 14:37:46,"4624","FATURAMENTO$"
27/11/2024 14:22:46,"4624","FATURAMENTO$"
27/11/2024 14:18:48,"4624","FATURAMENTO$"
27/11/2024 14:07:04,"4624","FATURAMENTO$"
27/11/2024 14:03:32,"4624","FATURAMENTO$"
27/11/2024 13:52:46,"4624","FATURAMENTO$"
27/11/2024 13:37:46,"4624","FATURAMENTO$"
27/11/2024 13:30:17,"4624","FATURAMENTO$"
27/11/2024 13:30:17,"4624","FATURAMENTO$"
27/11/2024 13:24:04,"4624","FATURAMENTO$"
27/11/2024 13:22:46,"4624","FATURAMENTO$"
27/11/2024 13:18:48,"4624","FATURAMENTO$"
27/11/2024 13:18:47,"4624","FATURAMENTO$"
27/11/2024 13:13:56,"4624","FATURAMENTO$"
27/11/2024 13:13:55,"4624","FATURAMENTO$"
27/11/2024 13:07:00,"4624","FATURAMENTO$"
27/11/2024 13:07:00,"4624","FATURAMENTO$"
27/11/2024 13:03:34,"4624","FATURAMENTO$"
27/11/2024 13:03:33,"4624","FATURAMENTO$"
27/11/2024 12:56:23,"4624","FATURAMENTO$"
